,gender,car,reality,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,family_size,begin_month,credit,income_mean,age_gen
16237,1,1,1,405000.0,0,4,1,1,16510,731,0,0,0,3.0,11.0,0.0,135000.0,4
16238,0,0,1,202500.0,0,1,3,0,12196,2218,0,0,0,1.0,52.0,0.0,202500.0,3
16239,0,0,0,202500.0,0,4,2,2,12073,1420,0,0,0,2.0,32.0,2.0,101250.0,3
16240,0,0,1,315000.0,4,1,2,1,15738,4766,1,1,0,2.0,47.0,2.0,157500.0,4
16241,0,0,1,247500.0,0,1,0,1,17394,1709,1,1,0,2.0,43.0,2.0,123750.0,4
16242,1,1,0,292500.0,4,1,3,1,10460,231,0,0,0,1.0,6.0,2.0,292500.0,2
16243,0,1,1,180000.0,0,4,1,1,11363,721,0,1,0,5.0,32.0,2.0,36000.0,3
16244,1,1,0,81000.0,4,4,1,1,17660,3261,1,1,0,2.0,3.0,1.0,40500.0,4
16245,0,0,1,202500.0,2,1,1,1,11158,640,0,1,0,2.0,27.0,2.0,101250.0,3
16246,0,0,1,121500.0,4,4,1,1,14866,5992,0,0,0,2.0,52.0,2.0,60750.0,4
16247,0,0,1,81000.0,4,4,1,1,19893,5365,1,1,0,2.0,15.0,1.0,40500.0,5
16248,0,1,1,202500.0,1,1,4,1,21269,0,0,0,1,1.0,43.0,2.0,202500.0,5
16249,1,0,0,247500.0,2,4,1,1,11977,2699,0,0,0,2.0,28.0,2.0,123750.0,3
16250,0,1,1,135000.0,0,1,1,1,11278,2481,0,0,0,3.0,58.0,2.0,45000.0,3
16251,1,1,0,360000.0,2,1,1,1,9983,1923,0,0,0,2.0,58.0,2.0,180000.0,2
16252,0,1,1,306000.0,4,1,1,1,13505,1234,0,0,0,2.0,15.0,2.0,153000.0,3
16253,0,1,0,216000.0,2,1,1,1,17764,9574,1,0,0,2.0,13.0,1.0,108000.0,4
16254,0,0,1,180000.0,4,4,1,1,22041,1524,1,1,0,2.0,56.0,2.0,90000.0,6
16255,0,0,1,360000.0,4,4,1,1,15812,658,0,1,0,4.0,20.0,2.0,90000.0,4
16256,0,0,1,81000.0,4,4,1,1,16435,9745,0,1,0,4.0,8.0,2.0,20250.0,4
16257,0,0,0,225000.0,4,4,4,1,20657,5637,0,0,0,1.0,45.0,1.0,225000.0,5
16258,1,1,1,315000.0,4,4,3,1,14064,5326,0,0,0,1.0,56.0,2.0,315000.0,3
16259,1,1,1,180000.0,2,1,1,1,10091,643,0,0,0,2.0,37.0,2.0,90000.0,2
16260,0,0,0,126000.0,1,4,1,1,20851,0,0,0,0,2.0,2.0,0.0,63000.0,5
16261,0,0,0,247500.0,4,4,1,1,15260,622,1,0,0,2.0,20.0,2.0,123750.0,4
16262,1,1,1,270000.0,2,4,1,1,11372,3897,0,0,0,2.0,46.0,2.0,135000.0,3
16263,1,1,0,360000.0,4,4,1,1,16030,2540,1,0,0,4.0,16.0,2.0,90000.0,4
16264,1,1,1,135000.0,4,4,1,1,17237,938,0,1,0,2.0,46.0,2.0,67500.0,4
16265,0,1,1,337500.0,4,4,3,1,19804,3246,0,0,0,1.0,4.0,2.0,337500.0,5
16266,0,1,0,112500.0,4,4,1,1,16279,1478,0,0,0,2.0,17.0,0.0,56250.0,4
16267,1,0,1,157500.0,4,4,1,1,11053,1626,0,0,0,2.0,49.0,2.0,78750.0,3
16268,1,0,0,90000.0,0,4,1,1,12906,2467,1,0,0,5.0,2.0,1.0,18000.0,3
16269,0,0,1,135000.0,1,4,1,1,21435,0,0,0,0,2.0,37.0,2.0,67500.0,5
16270,1,1,0,135000.0,4,4,1,1,13483,1816,1,1,0,2.0,51.0,2.0,67500.0,3
16271,0,1,1,247500.0,4,4,3,1,19046,5618,0,0,0,1.0,6.0,2.0,247500.0,5
16272,0,0,1,112500.0,1,4,1,1,23978,0,0,0,0,2.0,1.0,1.0,56250.0,6
16273,0,1,1,270000.0,1,4,1,1,18933,0,0,1,0,2.0,9.0,2.0,135000.0,5
16274,1,0,0,81000.0,4,4,0,1,14211,158,1,0,0,2.0,15.0,2.0,40500.0,3
16275,1,1,1,247500.0,4,1,1,2,15606,160,0,1,0,3.0,44.0,2.0,82500.0,4
16276,1,1,1,225000.0,4,1,1,1,12607,2177,0,0,0,3.0,8.0,0.0,75000.0,3
16277,0,0,1,270000.0,2,1,1,1,13752,167,1,1,0,2.0,19.0,2.0,135000.0,3
16278,0,0,1,135000.0,4,1,3,1,9100,1133,0,0,0,1.0,2.0,1.0,135000.0,2
16279,1,0,1,198000.0,0,2,3,1,9649,140,0,0,0,2.0,18.0,0.0,99000.0,2
16280,0,0,0,81000.0,4,4,3,1,17876,377,1,1,0,1.0,56.0,2.0,81000.0,4
16281,0,0,1,112500.0,1,4,4,1,21041,0,0,0,0,1.0,49.0,1.0,112500.0,5
16282,0,1,0,112500.0,0,4,2,1,17641,10454,1,1,0,1.0,31.0,2.0,112500.0,4
16283,0,1,1,112500.0,1,1,1,1,22395,0,0,0,0,2.0,25.0,2.0,56250.0,6
16284,0,0,1,90000.0,4,4,1,1,16691,1291,0,0,0,3.0,8.0,2.0,30000.0,4
16285,0,1,0,157500.0,4,2,3,1,11406,3078,1,0,0,1.0,43.0,2.0,157500.0,3
16286,0,0,0,225000.0,1,1,2,1,21944,0,0,0,0,1.0,4.0,2.0,225000.0,6
16287,0,0,0,117000.0,4,4,1,2,13494,1281,0,0,0,2.0,46.0,2.0,58500.0,3
16288,0,0,0,135000.0,4,4,1,1,17803,10762,0,0,0,2.0,43.0,2.0,67500.0,4
16289,0,0,0,73350.0,4,4,1,1,14321,7068,0,0,0,4.0,3.0,1.0,18337.5,3
16290,0,1,1,157500.0,0,1,1,1,13584,6337,0,1,0,4.0,27.0,2.0,39375.0,3
16291,1,1,1,135000.0,4,4,1,5,12807,2404,0,0,0,2.0,8.0,2.0,67500.0,3
16292,0,0,1,180000.0,4,1,1,1,9190,933,0,0,1,3.0,13.0,2.0,60000.0,2
16293,0,0,0,135000.0,4,4,1,1,15922,2086,0,0,0,2.0,43.0,2.0,67500.0,4
16294,0,1,0,225000.0,4,4,1,1,14667,798,1,0,0,2.0,47.0,2.0,112500.0,4
16295,0,0,0,90000.0,4,1,2,1,17029,1996,0,0,0,1.0,31.0,2.0,90000.0,4
16296,1,0,0,225000.0,4,1,0,1,16768,3088,1,0,0,4.0,37.0,2.0,56250.0,4
16297,0,1,0,112500.0,4,4,1,1,16215,3567,0,0,0,2.0,10.0,2.0,56250.0,4
16298,1,1,1,180000.0,4,4,1,1,12917,1766,1,0,0,2.0,47.0,2.0,90000.0,3
16299,0,0,1,135000.0,4,4,1,1,18199,5190,0,0,0,2.0,32.0,2.0,67500.0,4
16300,0,0,1,157500.0,1,4,1,1,23627,0,0,0,0,2.0,8.0,2.0,78750.0,6
16301,0,0,0,90000.0,1,4,3,1,23130,0,0,1,0,1.0,47.0,2.0,90000.0,6
16302,0,0,0,90000.0,4,4,1,2,19120,2567,0,1,0,2.0,42.0,2.0,45000.0,5
16303,1,1,1,202500.0,4,1,1,1,11838,798,0,0,0,4.0,54.0,2.0,50625.0,3
16304,1,1,1,157500.0,4,1,1,1,21873,4691,1,1,0,2.0,9.0,2.0,78750.0,5
16305,1,1,0,135000.0,0,4,1,1,10910,2349,1,0,0,2.0,20.0,2.0,67500.0,2
16306,0,0,1,292500.0,4,1,1,1,13577,1266,0,1,0,2.0,37.0,2.0,146250.0,3
16307,1,0,0,202500.0,4,4,1,5,10954,745,0,0,0,4.0,26.0,2.0,50625.0,3
16308,1,1,1,247500.0,4,1,1,1,12843,2609,0,0,0,2.0,11.0,2.0,123750.0,3
16309,1,1,1,225000.0,4,4,3,1,11245,3273,0,0,0,1.0,52.0,2.0,225000.0,3
16310,0,1,1,207000.0,4,1,1,1,16081,1556,0,0,0,2.0,54.0,2.0,103500.0,4
16311,0,0,0,135000.0,0,4,2,2,19124,670,0,0,0,1.0,32.0,2.0,135000.0,5
16312,0,0,1,90000.0,4,4,1,1,21936,2713,1,1,0,2.0,24.0,2.0,45000.0,6
16313,0,0,1,810000.0,0,4,0,1,14843,4297,1,0,0,3.0,37.0,1.0,270000.0,4
16314,0,0,1,157500.0,4,4,2,1,13356,482,1,1,0,1.0,4.0,1.0,157500.0,3
16315,1,1,0,135000.0,4,2,1,1,8699,673,1,0,0,2.0,7.0,0.0,67500.0,2
16316,1,1,1,135000.0,0,1,1,1,11383,777,1,0,0,3.0,35.0,2.0,45000.0,3
16317,1,1,0,229500.0,2,4,1,1,21665,4342,0,0,0,3.0,20.0,2.0,76500.0,5
16318,1,1,0,378000.0,2,1,1,1,14264,2738,0,0,0,3.0,10.0,2.0,126000.0,3
16319,0,0,0,450000.0,0,1,3,1,10139,136,0,0,0,1.0,26.0,2.0,450000.0,2
16320,0,0,0,180000.0,4,4,1,1,13396,786,1,0,0,4.0,11.0,2.0,45000.0,3
16321,0,0,1,167400.0,1,4,1,1,19028,0,0,0,0,2.0,33.0,1.0,83700.0,5
16322,0,1,1,252000.0,0,4,2,1,10707,747,0,0,0,2.0,35.0,1.0,126000.0,2
16323,1,1,0,202500.0,4,4,1,1,15862,5061,0,1,0,2.0,26.0,2.0,101250.0,4
16324,0,0,1,193500.0,4,1,3,1,17081,4783,0,1,0,1.0,11.0,2.0,193500.0,4
16325,0,0,1,90000.0,4,4,0,1,16569,517,0,0,0,2.0,59.0,2.0,45000.0,4
16326,1,0,1,166500.0,4,4,1,1,18926,6276,1,1,0,2.0,45.0,2.0,83250.0,5
16327,1,0,1,382500.0,4,1,1,1,10136,539,1,1,0,2.0,39.0,2.0,191250.0,2
16328,0,1,1,202500.0,2,1,3,1,22101,15038,0,1,0,1.0,39.0,2.0,202500.0,6
16329,1,1,0,247500.0,4,4,1,5,12149,195,0,0,0,4.0,46.0,1.0,61875.0,3
16330,0,1,1,225000.0,4,1,1,1,17402,3153,0,1,0,2.0,36.0,2.0,112500.0,4
16331,0,0,1,135000.0,1,4,1,1,17090,0,0,0,0,2.0,14.0,2.0,67500.0,4
16332,0,0,0,112500.0,4,2,1,5,10157,704,0,0,0,2.0,16.0,2.0,56250.0,2
16333,0,0,1,292500.0,1,4,1,1,21076,0,0,0,0,2.0,23.0,2.0,146250.0,5
16334,1,0,0,90000.0,0,1,3,5,9302,1722,1,0,0,1.0,34.0,2.0,90000.0,2
16335,0,0,1,157500.0,0,4,1,1,17211,3232,0,0,0,2.0,21.0,2.0,78750.0,4
16336,0,0,1,157500.0,0,4,2,1,12009,1912,0,1,0,1.0,17.0,2.0,157500.0,3
16337,1,1,1,315000.0,4,4,1,1,17543,2851,0,1,0,3.0,6.0,2.0,105000.0,4
16338,0,1,0,112500.0,4,1,1,1,10638,993,0,0,0,3.0,7.0,1.0,37500.0,2
16339,1,0,1,135000.0,4,4,1,1,18719,1473,1,1,0,3.0,18.0,2.0,45000.0,5
16340,0,0,1,144000.0,2,4,1,1,18136,10110,0,1,0,2.0,52.0,0.0,72000.0,4
16341,1,1,0,337500.0,4,4,1,1,14479,1022,0,1,0,2.0,8.0,2.0,168750.0,3
16342,0,0,1,166500.0,0,1,4,1,20422,2328,0,0,0,1.0,50.0,2.0,166500.0,5
16343,1,1,1,360000.0,4,1,1,1,22111,3854,0,0,0,2.0,36.0,2.0,180000.0,6
16344,0,0,0,211500.0,4,4,1,1,17249,1661,1,1,0,2.0,18.0,2.0,105750.0,4
16345,0,0,1,193500.0,4,4,2,1,19063,2213,1,1,1,1.0,54.0,2.0,193500.0,5
16346,0,0,0,270000.0,4,4,0,3,9184,840,1,1,0,2.0,4.0,2.0,135000.0,2
16347,0,0,1,126000.0,4,1,3,1,19728,2905,0,0,1,1.0,45.0,2.0,126000.0,5
16348,0,0,1,225000.0,4,4,4,1,17438,142,0,0,0,1.0,44.0,2.0,225000.0,4
16349,0,0,1,81000.0,1,4,4,1,23236,0,0,1,0,1.0,1.0,0.0,81000.0,6
16350,1,1,0,225000.0,2,4,1,1,13325,5706,0,0,0,2.0,12.0,0.0,112500.0,3
16351,1,0,0,90000.0,4,4,0,1,12576,3345,0,0,0,2.0,31.0,2.0,45000.0,3
16352,1,1,1,315000.0,4,1,1,1,10580,2566,0,0,0,3.0,17.0,1.0,105000.0,2
16353,0,0,1,121500.0,1,4,1,1,23270,0,0,0,1,2.0,14.0,2.0,60750.0,6
16354,0,0,0,81000.0,0,4,1,5,11277,1160,0,0,0,4.0,10.0,2.0,20250.0,3
16355,1,0,0,225000.0,4,4,1,1,19124,5064,0,1,0,2.0,31.0,2.0,112500.0,5
16356,0,0,0,45000.0,4,1,1,1,18406,3111,1,0,0,2.0,24.0,0.0,22500.0,5
16357,0,1,0,157500.0,4,1,1,1,9697,257,0,0,0,3.0,17.0,0.0,52500.0,2
16358,1,1,1,225000.0,4,2,1,1,12048,1587,0,0,0,2.0,18.0,2.0,112500.0,3
16359,1,1,1,360000.0,1,4,1,1,14010,0,0,0,0,2.0,50.0,1.0,180000.0,3
16360,0,1,1,135000.0,1,4,1,1,22118,0,0,0,0,2.0,43.0,2.0,67500.0,6
16361,0,0,1,202500.0,1,4,4,1,21126,0,0,0,0,1.0,26.0,2.0,202500.0,5
16362,1,1,0,202500.0,4,4,1,1,15974,4867,0,0,1,3.0,6.0,2.0,67500.0,4
16363,0,1,1,180000.0,1,4,4,2,20871,0,0,0,0,1.0,0.0,1.0,180000.0,5
16364,0,1,1,225000.0,4,1,1,1,12322,3717,0,0,0,2.0,12.0,1.0,112500.0,3
16365,1,1,0,180000.0,4,4,3,5,11136,3487,0,1,0,1.0,31.0,2.0,180000.0,3
16366,0,0,1,144000.0,2,1,2,1,19935,9564,0,0,0,1.0,21.0,2.0,144000.0,5
16367,0,0,1,126000.0,2,4,1,1,14813,2567,0,0,1,2.0,7.0,2.0,63000.0,4
16368,0,0,1,157500.0,1,4,1,1,22742,0,0,0,0,2.0,47.0,0.0,78750.0,6
16369,0,0,1,283500.0,4,4,1,1,17958,655,0,0,0,2.0,9.0,2.0,141750.0,4
16370,0,1,0,180000.0,0,1,0,5,9704,592,0,0,0,3.0,28.0,1.0,60000.0,2
16371,1,0,1,225000.0,1,1,0,1,16518,0,0,0,0,2.0,25.0,1.0,112500.0,4
16372,0,0,1,247500.0,0,1,1,1,14371,1325,0,0,1,3.0,32.0,2.0,82500.0,3
16373,0,0,1,112500.0,4,4,1,1,11812,1642,1,0,0,2.0,2.0,0.0,56250.0,3
16374,0,0,1,180000.0,1,4,0,1,21369,0,0,1,0,2.0,55.0,2.0,90000.0,5
16375,1,1,0,315000.0,0,1,1,5,11689,716,1,1,0,3.0,31.0,1.0,105000.0,3
16376,1,1,0,346500.0,0,4,1,1,8990,1566,0,0,0,2.0,38.0,2.0,173250.0,2
16377,0,0,1,121500.0,1,4,1,1,20198,0,0,0,0,2.0,41.0,0.0,60750.0,5
16378,0,0,1,167400.0,1,4,1,1,19028,0,0,0,0,2.0,20.0,1.0,83700.0,5
16379,1,0,1,135000.0,0,4,1,1,23093,659,1,0,0,2.0,49.0,1.0,67500.0,6
16380,1,0,1,270000.0,4,4,1,1,12777,3541,0,0,0,2.0,20.0,2.0,135000.0,3
16381,0,1,1,157500.0,4,4,1,1,12500,5762,0,0,0,3.0,29.0,2.0,52500.0,3
16382,0,0,1,153000.0,1,1,1,1,21899,0,0,1,0,2.0,48.0,1.0,76500.0,5
16383,0,0,1,135000.0,1,4,1,1,22570,0,0,0,0,2.0,12.0,2.0,67500.0,6
16384,0,0,1,270000.0,4,4,1,1,14197,1389,0,0,0,4.0,41.0,2.0,67500.0,3
16385,0,0,1,180000.0,4,4,1,1,11827,157,1,0,0,2.0,3.0,1.0,90000.0,3
16386,0,0,0,112500.0,0,4,1,5,16978,821,0,0,0,2.0,33.0,2.0,56250.0,4
16387,1,0,0,225000.0,4,1,1,1,13231,3139,1,1,0,2.0,38.0,2.0,112500.0,3
16388,0,0,1,337500.0,2,1,1,1,12797,2318,0,0,0,2.0,37.0,0.0,168750.0,3
16389,0,0,1,58500.0,4,4,1,1,15544,4946,0,0,1,2.0,1.0,0.0,29250.0,4
16390,0,1,1,135000.0,0,4,1,1,11914,1314,1,0,0,2.0,5.0,2.0,67500.0,3
16391,0,0,0,166500.0,4,4,1,1,22535,5467,0,1,0,2.0,44.0,2.0,83250.0,6
16392,1,0,0,225000.0,4,4,1,4,10135,979,0,0,0,4.0,12.0,1.0,56250.0,2
16393,0,1,1,81000.0,4,1,1,1,10648,1393,1,1,0,3.0,31.0,2.0,27000.0,2
16394,0,1,1,135000.0,4,3,1,1,16413,622,0,1,0,2.0,56.0,2.0,67500.0,4
16395,1,1,0,171000.0,4,4,1,5,11301,2250,1,0,0,4.0,21.0,2.0,42750.0,3
16396,0,0,0,211500.0,4,4,1,1,17519,1132,0,0,0,3.0,1.0,0.0,70500.0,4
16397,0,0,1,112500.0,1,4,0,1,21216,0,0,1,0,2.0,12.0,2.0,56250.0,5
16398,0,0,1,157500.0,4,4,3,1,14717,1496,0,0,0,3.0,8.0,2.0,52500.0,4
16399,0,0,1,202500.0,0,1,3,1,13184,5728,0,0,1,1.0,0.0,1.0,202500.0,3
16400,0,0,0,121500.0,4,4,2,1,16471,2745,0,1,0,1.0,44.0,2.0,121500.0,4
16401,0,0,1,157500.0,1,4,4,1,21497,0,0,0,0,1.0,13.0,2.0,157500.0,5
16402,0,0,0,144000.0,4,4,1,1,19984,4662,0,1,0,2.0,12.0,2.0,72000.0,5
16403,1,0,1,171000.0,4,4,1,1,21717,2042,0,0,0,2.0,58.0,2.0,85500.0,5
16404,0,1,0,144000.0,0,1,1,1,16830,3458,0,0,0,2.0,51.0,2.0,72000.0,4
16405,0,0,1,135000.0,1,4,1,1,20261,0,0,1,0,2.0,2.0,1.0,67500.0,5
16406,1,0,1,675000.0,0,1,1,1,17754,1109,1,1,1,2.0,9.0,2.0,337500.0,4
16407,1,1,1,315000.0,4,4,2,1,16314,882,0,0,0,2.0,32.0,1.0,157500.0,4
16408,0,0,1,225000.0,1,4,1,2,21664,0,0,1,0,2.0,21.0,2.0,112500.0,5
16409,0,1,1,157500.0,0,4,1,1,11907,2988,1,1,1,2.0,40.0,2.0,78750.0,3
16410,0,0,1,225000.0,0,1,1,1,9615,2266,0,0,1,3.0,10.0,1.0,75000.0,2
16411,0,0,0,135000.0,4,4,3,1,16814,6614,0,0,0,1.0,32.0,2.0,135000.0,4
16412,0,1,0,81000.0,4,4,1,1,15062,2014,1,0,0,3.0,3.0,0.0,27000.0,4
16413,1,1,1,135000.0,4,4,1,1,9955,2036,0,0,0,2.0,8.0,1.0,67500.0,2
16414,0,1,0,315000.0,4,1,1,0,13064,2286,1,0,0,2.0,33.0,2.0,157500.0,3
16415,0,1,1,90000.0,1,4,1,1,24784,0,0,0,0,2.0,54.0,2.0,45000.0,6
16416,0,0,1,135000.0,0,1,1,1,10182,971,0,0,0,3.0,17.0,2.0,45000.0,2
16417,0,0,1,292500.0,4,1,3,1,15303,108,0,0,0,1.0,12.0,0.0,292500.0,4
16418,1,1,1,202500.0,0,4,3,1,10629,2969,0,0,1,1.0,50.0,1.0,202500.0,2
16419,0,0,1,117000.0,1,4,1,1,24348,0,0,1,0,2.0,23.0,2.0,58500.0,6
16420,1,0,0,315000.0,0,1,1,1,18321,110,0,1,0,3.0,34.0,2.0,105000.0,5
16421,0,0,1,112500.0,1,4,1,1,23504,0,0,0,0,2.0,40.0,2.0,56250.0,6
16422,0,0,1,225000.0,0,1,1,1,9850,246,0,0,0,2.0,2.0,1.0,112500.0,2
16423,0,0,0,135000.0,2,4,1,1,20875,3785,0,0,0,2.0,25.0,2.0,67500.0,5
16424,0,0,1,112500.0,0,4,1,1,12563,1025,0,0,0,4.0,5.0,0.0,28125.0,3
16425,1,1,0,202500.0,1,1,1,1,20195,0,0,0,0,2.0,38.0,2.0,101250.0,5
16426,0,0,0,67500.0,4,4,3,1,8660,919,0,1,0,1.0,17.0,2.0,67500.0,2
16427,1,1,0,207000.0,4,4,1,2,20535,888,0,0,0,2.0,6.0,2.0,103500.0,5
16428,0,1,1,373500.0,4,4,4,1,20785,1577,0,0,0,1.0,17.0,2.0,373500.0,5
16429,0,0,1,180000.0,4,1,3,1,22730,13415,1,1,0,1.0,41.0,2.0,180000.0,6
16430,1,0,0,225000.0,4,4,1,1,13676,1016,1,1,0,3.0,3.0,1.0,75000.0,3
16431,0,1,1,450000.0,4,4,1,1,14874,4693,0,0,0,4.0,56.0,2.0,112500.0,4
16432,0,1,1,247500.0,4,4,1,1,18283,1113,0,0,0,2.0,25.0,1.0,123750.0,5
16433,0,0,1,270000.0,1,1,1,1,19724,0,0,1,0,2.0,6.0,0.0,135000.0,5
16434,1,0,1,135000.0,4,4,1,5,15562,7824,0,1,0,2.0,12.0,1.0,67500.0,4
16435,0,0,1,157500.0,1,4,1,1,20850,0,0,0,0,2.0,18.0,2.0,78750.0,5
16436,1,1,1,202500.0,1,4,1,1,22448,0,0,0,0,2.0,15.0,0.0,101250.0,6
16437,0,0,0,225000.0,0,1,1,1,22846,9239,0,0,0,2.0,36.0,2.0,112500.0,6
16438,1,1,1,83250.0,4,4,1,1,18700,7536,0,0,0,2.0,47.0,2.0,41625.0,5
16439,0,0,0,90000.0,1,4,4,1,21688,0,0,1,0,1.0,41.0,2.0,90000.0,5
16440,0,1,0,202500.0,4,4,1,1,14909,8083,0,1,0,2.0,20.0,2.0,101250.0,4
16441,1,0,0,157500.0,1,4,1,1,23587,0,0,0,0,2.0,10.0,1.0,78750.0,6
16442,0,0,0,202500.0,0,1,1,1,11309,2713,1,0,0,2.0,53.0,2.0,101250.0,3
16443,0,0,0,270000.0,0,1,1,1,14953,8109,1,1,0,2.0,13.0,1.0,135000.0,4
16444,1,0,1,157500.0,4,4,0,1,11915,644,0,0,0,2.0,6.0,1.0,78750.0,3
16445,0,0,1,157500.0,4,4,1,1,14133,185,0,1,0,3.0,45.0,2.0,52500.0,3
16446,0,0,0,135000.0,4,4,1,5,9864,2089,0,0,1,2.0,42.0,1.0,67500.0,2
16447,1,1,0,382500.0,0,1,1,1,11526,2622,1,0,0,4.0,22.0,2.0,95625.0,3
16448,1,0,1,225000.0,4,3,1,2,10565,811,1,1,0,2.0,32.0,2.0,112500.0,2
16449,0,1,1,90000.0,2,4,1,1,17532,8044,0,0,0,3.0,48.0,1.0,30000.0,4
16450,0,0,1,180000.0,2,1,1,1,10969,3485,0,0,1,3.0,45.0,2.0,60000.0,3
16451,0,0,1,67500.0,1,4,4,1,22116,0,0,0,0,1.0,27.0,2.0,67500.0,6
16452,0,0,1,112500.0,4,4,1,1,13741,5221,0,0,0,3.0,16.0,2.0,37500.0,3
16453,0,0,1,144000.0,1,4,3,1,21431,0,0,0,0,1.0,14.0,2.0,144000.0,5
16454,0,0,0,135000.0,4,4,0,1,18984,10821,0,0,0,2.0,23.0,2.0,67500.0,5
16455,0,1,1,225000.0,2,1,1,1,11359,1726,0,0,0,4.0,48.0,2.0,56250.0,3
16456,1,1,0,157500.0,4,2,1,5,10611,982,0,1,0,2.0,10.0,2.0,78750.0,2
16457,0,0,1,90000.0,4,3,1,1,16684,2451,0,0,0,2.0,34.0,2.0,45000.0,4
16458,0,0,1,315000.0,4,1,1,1,13589,200,0,0,1,2.0,32.0,1.0,157500.0,3
16459,0,0,1,256500.0,0,1,2,1,19604,970,0,0,0,1.0,40.0,0.0,256500.0,5
16460,0,1,1,207000.0,2,1,1,1,22398,3506,0,0,0,2.0,49.0,2.0,103500.0,6
16461,1,1,1,270000.0,4,1,1,1,19756,2136,0,0,0,2.0,31.0,2.0,135000.0,5
16462,0,1,1,450000.0,0,1,1,1,10149,2783,0,0,0,2.0,15.0,2.0,225000.0,2
16463,1,1,0,270000.0,4,1,1,4,10817,203,0,1,0,3.0,27.0,2.0,90000.0,2
16464,0,1,1,202500.0,0,4,1,1,12642,3298,0,0,0,4.0,53.0,2.0,50625.0,3
16465,0,0,1,112500.0,1,4,1,1,23978,0,0,0,0,2.0,51.0,1.0,56250.0,6
16466,0,0,1,185400.0,4,1,1,1,14817,413,0,0,1,3.0,29.0,0.0,61800.0,4
16467,0,0,0,112500.0,1,4,0,1,23272,0,0,1,0,2.0,12.0,2.0,56250.0,6
16468,0,1,1,270000.0,4,4,1,1,13095,1652,0,0,0,2.0,28.0,1.0,135000.0,3
16469,0,0,1,180000.0,4,1,0,1,9481,651,0,1,0,2.0,7.0,2.0,90000.0,2
16470,1,1,1,202500.0,4,4,1,1,13300,3668,0,1,0,5.0,56.0,1.0,40500.0,3
16471,0,0,1,90000.0,4,1,1,1,18940,1763,0,0,0,2.0,0.0,1.0,45000.0,5
16472,1,0,1,144000.0,4,4,1,1,21649,3000,1,1,0,2.0,52.0,2.0,72000.0,5
16473,0,0,1,180000.0,1,4,4,1,23006,0,0,1,0,1.0,5.0,2.0,180000.0,6
16474,0,0,1,157500.0,0,1,1,1,14110,4979,0,1,0,3.0,0.0,1.0,52500.0,3
16475,0,0,1,180000.0,1,4,1,1,23269,0,0,1,0,2.0,12.0,2.0,90000.0,6
16476,1,1,1,180000.0,4,4,1,1,16032,1221,0,0,0,4.0,3.0,0.0,45000.0,4
16477,0,0,1,90000.0,4,4,1,1,16280,3694,0,0,1,3.0,59.0,2.0,30000.0,4
16478,1,0,1,135000.0,4,4,1,1,9547,1340,0,0,0,3.0,18.0,2.0,45000.0,2
16479,0,0,1,90000.0,4,4,1,1,11931,271,1,1,0,2.0,13.0,2.0,45000.0,3
16480,0,0,0,180000.0,4,4,1,1,17701,10773,0,0,0,2.0,54.0,1.0,90000.0,4
16481,0,1,0,81000.0,4,4,1,1,15062,2014,1,0,0,3.0,0.0,0.0,27000.0,4
16482,0,0,1,56250.0,1,4,1,1,24058,0,0,1,0,2.0,0.0,1.0,28125.0,6
16483,1,1,1,157500.0,0,4,3,2,9862,2135,1,0,0,1.0,41.0,0.0,157500.0,2
16484,0,1,1,225000.0,4,1,3,1,9688,593,0,1,1,1.0,37.0,1.0,225000.0,2
16485,0,0,1,67500.0,2,2,1,5,13259,213,0,0,0,4.0,2.0,1.0,16875.0,3
16486,1,1,0,495000.0,0,1,3,1,19130,5483,1,1,0,1.0,12.0,2.0,495000.0,5
16487,0,0,1,90000.0,4,4,1,1,17444,1112,1,0,0,2.0,44.0,2.0,45000.0,4
16488,0,0,0,159750.0,0,1,0,1,9167,317,1,1,0,3.0,9.0,0.0,53250.0,2
16489,0,1,1,117000.0,2,4,1,1,13364,2423,0,1,1,2.0,18.0,0.0,58500.0,3
16490,1,0,0,202500.0,2,1,1,1,12725,5006,0,0,0,2.0,3.0,1.0,101250.0,3
16491,1,0,1,270000.0,4,4,1,1,16896,248,0,0,0,2.0,3.0,1.0,135000.0,4
16492,0,0,1,148500.0,4,4,3,1,19826,2888,0,0,1,1.0,24.0,2.0,148500.0,5
16493,1,0,0,270000.0,4,1,1,1,10734,2511,0,1,0,2.0,2.0,1.0,135000.0,2
16494,1,1,1,135000.0,1,1,1,1,23211,0,0,0,0,2.0,37.0,2.0,67500.0,6
16495,1,0,1,202500.0,4,1,1,5,9672,2654,0,1,1,2.0,17.0,2.0,101250.0,2
16496,0,0,0,112500.0,2,4,4,1,19295,5246,1,0,0,1.0,41.0,2.0,112500.0,5
16497,0,0,1,94500.0,4,4,1,1,16161,2897,1,1,0,2.0,18.0,0.0,47250.0,4
16498,0,0,0,67500.0,4,4,1,5,16366,108,0,0,0,2.0,42.0,2.0,33750.0,4
16499,1,1,1,112500.0,4,1,1,1,21170,1281,0,0,0,2.0,56.0,0.0,56250.0,5
16500,0,0,1,180000.0,2,4,1,1,14842,8011,0,0,0,2.0,7.0,0.0,90000.0,4
